Year,Month,Month Code,District Code,District,TANF Cases with Earned Income,TANF Average Gross Earned Income,TANF Average Net Earned Income,SNA MOE Cases with Earned Income,SNA MOE Average Gross Earned Income,SNA MOE Average Net Earned Income,SNA Non-MOE Cases with Earned Income,SNA Non-MOE Average Gross Earned Income,SNA Non-MOE Average Net Earned Income
2008,March,3,56,Wyoming,14,658,295,2,844,392,8,567,273
2008,March,3,57,Yates,2,889,416,0,0,0,1,400,310
2008,February,2,1,Albany,112,821,378,67,827,385,29,713,380
2008,February,2,2,Allegany,22,781,389,9,521,224,7,447,196
2008,February,2,3,Broome,77,713,324,45,869,414,27,753,362
2008,February,2,4,Cattaraugus,11,577,253,9,850,400,4,314,125
2008,February,2,5,Cayuga,20,664,306,8,683,312,6,725,347
2008,February,2,6,Chautauqua,97,692,328,39,765,361,46,607,318
2008,February,2,7,Chemung,98,734,335,23,763,350,31,797,365
2008,February,2,8,Chenango,5,524,250,0,0,0,4,272,152
2008,February,2,9,Clinton,36,645,291,9,723,330,10,664,355
2008,February,2,10,Columbia,11,884,417,2,786,362,6,1070,812
2008,February,2,11,Cortland,22,656,296,4,813,440,10,321,141
2008,February,2,12,Delaware,3,926,435,0,0,0,4,248,124
2008,February,2,13,Dutchess,44,797,384,12,824,397,15,653,392
2008,February,2,14,Erie,491,745,341,326,822,385,159,870,426
2008,February,2,15,Essex,4,465,200,1,173,43,2,1019,647
2008,February,2,16,Franklin,8,580,255,6,628,280,17,701,386
2008,February,2,17,Fulton,4,510,216,0,0,0,1,277,187
2008,February,2,18,Genesee,8,800,369,3,994,470,5,480,222
2008,February,2,19,Greene,26,610,272,6,616,282,7,982,474
2008,February,2,20,Hamilton,1,853,397,0,0,0,0,0,0
2008,February,2,21,Herkimer,14,514,217,1,696,315,7,414,201
2008,February,2,22,Jefferson,9,889,415,5,774,376,9,426,293
2008,February,2,23,Lewis,1,912,427,0,0,0,3,290,115
2008,February,2,24,Livingston,10,670,302,2,999,473,6,694,341
2008,February,2,25,Madison,11,582,259,0,0,0,1,125,35
2008,February,2,26,Monroe,667,739,341,532,855,414,212,632,374
2008,February,2,27,Montgomery,13,806,372,3,605,268,7,225,97
2008,February,2,28,Nassau,219,801,370,114,839,390,49,527,298
2008,February,2,66,New York City,7858,830,394,9669,781,356,4232,999,665
2008,February,2,29,Niagara,104,662,298,50,762,359,38,479,242
2008,February,2,30,Oneida,153,756,365,61,774,356,65,1129,713
2008,February,2,31,Onondaga,173,812,376,97,909,428,62,1011,498
2008,February,2,32,Ontario,20,575,252,10,984,605,15,657,318
2008,February,2,33,Orange,114,886,415,62,1008,478,49,834,410
2008,February,2,34,Orleans,16,579,254,2,699,317,10,599,278
2008,February,2,35,Oswego,27,572,253,5,553,241,13,526,240
2008,February,2,36,Otsego,1,1160,557,0,0,0,7,339,154
2008,February,2,37,Putnam,5,1715,989,0,0,0,3,1022,563
2008,February,2,38,Rensselaer,86,648,296,21,607,488,20,898,426
2008,February,2,39,Rockland,61,827,383,31,849,395,68,995,486
2008,February,2,41,Saratoga,4,870,415,0,0,0,3,115,29
2008,February,2,42,Schenectady,56,808,373,27,732,334,9,998,551
2008,February,2,43,Schoharie,3,463,194,0,0,0,0,0,0
2008,February,2,44,Schuyler,8,708,321,1,1020,484,7,494,213
2008,February,2,45,Seneca,6,489,207,1,991,469,2,633,425
2008,February,2,46,Steuben,37,620,276,22,700,317,21,592,285
2008,February,2,40,St.Lawrence,48,571,250,16,496,217,29,437,205
2008,February,2,47,Suffolk,239,976,470,134,977,455,72,831,438
2008,February,2,48,Sullivan,23,823,383,5,1077,513,8,816,466
2008,February,2,49,Tioga,15,754,345,4,608,320,5,822,392
2008,February,2,50,Tompkins,34,624,269,8,680,307,9,970,409
2008,February,2,51,Ulster,65,754,345,17,836,395,12,787,388
2008,February,2,52,Warren,4,1184,570,2,505,333,1,500,213
2008,February,2,53,Washington,14,956,450,0,0,0,4,549,128
2008,February,2,54,Wayne,20,673,303,2,271,112,8,525,249
2008,February,2,55,Westchester,305,827,386,195,898,424,81,830,465
2008,February,2,56,Wyoming,8,658,295,2,1071,510,5,491,275
2008,February,2,57,Yates,4,611,269,0,0,0,1,177,87
2008,January,1,1,Albany,112,783,358,65,818,380,29,696,363
2008,January,1,2,Allegany,21,707,351,8,605,271,14,465,221
2008,January,1,3,Broome,80,685,310,44,804,384,34,716,345
2008,January,1,4,Cattaraugus,12,632,282,8,815,462,3,523,224
2008,January,1,5,Cayuga,27,670,308,5,525,226,4,564,267
2008,January,1,6,Chautauqua,95,673,324,40,737,353,48,559,257
2008,January,1,7,Chemung,96,703,319,26,679,307,26,814,378
2008,January,1,8,Chenango,7,554,258,0,0,0,4,272,113
2008,January,1,9,Clinton,30,710,327,8,775,357,11,676,373
2008,January,1,10,Columbia,11,1024,520,4,748,342,4,882,506
2008,January,1,11,Cortland,20,630,282,3,878,410,13,414,192
2008,January,1,12,Delaware,3,926,435,0,0,0,2,336,149
2008,January,1,13,Dutchess,38,725,337,11,788,379,14,630,419
2008,January,1,14,Erie,468,738,337,321,817,383,170,817,403
2008,January,1,15,Essex,1,130,21,1,173,43,2,1019,647
2008,January,1,16,Franklin,12,498,212,7,643,288,16,763,430
2008,January,1,17,Fulton,5,529,227,1,775,356,1,277,187
2008,January,1,18,Genesee,7,974,453,2,1181,567,3,663,376
2008,January,1,19,Greene,25,626,281,7,636,291,8,870,414
2008,January,1,20,Hamilton,1,853,397,0,0,0,0,0,0
2008,January,1,21,Herkimer,10,566,243,1,696,315,5,452,230
2008,January,1,22,Jefferson,9,817,378,4,564,272,13,515,343
2008,January,1,23,Lewis,1,912,427,0,0,0,1,647,290
2008,January,1,24,Livingston,12,541,235,3,897,420,7,669,333
2008,January,1,25,Madison,12,652,292,0,0,0,2,166,48
2008,January,1,26,Monroe,658,757,350,515,849,406,200,613,357
2008,January,1,27,Montgomery,13,714,324,2,533,230,3,129,34
2008,January,1,28,Nassau,226,806,374,113,852,398,43,562,308
2008,January,1,66,New York City,7924,827,392,9658,776,353,4148,979,634
2008,January,1,29,Niagara,88,661,298,50,752,352,34,500,265
2008,January,1,30,Oneida,148,725,345,60,755,346,69,1216,782
2008,January,1,31,Onondaga,159,791,365,85,905,424,60,981,485
2008,January,1,32,Ontario,21,632,282,10,968,597,13,663,326
2008,January,1,33,Orange,107,865,403,64,992,467,56,817,400
2008,January,1,34,Orleans,17,584,257,3,383,152,12,374,188
2008,January,1,35,Oswego,29,575,254,7,773,355,16,468,230
2008,January,1,36,Otsego,3,700,317,0,0,0,5,341,168
2008,January,1,37,Putnam,5,1827,971,0,0,0,2,375,285
2008,January,1,38,Rensselaer,80,649,297,21,635,516,23,811,380
2008,January,1,39,Rockland,59,780,357,31,837,388,65,1014,501
2008,January,1,41,Saratoga,3,851,408,0,0,0,4,98,21
2008,January,1,42,Schenectady,53,821,380,34,822,381,13,774,388
2008,January,1,43,Schoharie,2,385,154,0,0,0,0,0,0
2008,January,1,44,Schuyler,6,824,382,1,484,205,9,518,224
2008,January,1,45,Seneca,5,322,127,1,991,469,1,682,592
2008,January,1,46,Steuben,39,612,272,22,728,332,20,566,271
2008,January,1,40,St.Lawrence,45,620,275,14,545,243,27,488,235
2008,January,1,47,Suffolk,221,965,461,150,971,452,77,815,423
2008,January,1,48,Sullivan,16,820,376,7,996,471,11,790,472
2008,January,1,49,Tioga,12,764,351,3,377,217,4,668,315
2008,January,1,50,Tompkins,37,620,268,7,633,282,9,810,332
2008,January,1,51,Ulster,71,803,374,14,760,371,15,816,436
2008,January,1,52,Warren,4,876,397,1,433,179,0,0,0
2008,January,1,53,Washington,18,893,418,1,1178,566,6,379,157
2008,January,1,54,Wayne,17,631,281,1,22,0,8,451,233
2008,January,1,55,Westchester,307,822,388,182,885,422,79,878,508
2008,January,1,56,Wyoming,11,607,269,2,844,392,10,430,227
2008,January,1,57,Yates,3,244,77,0,0,0,0,0,0
2007,December,12,1,Albany,112,821,378,67,827,385,29,713,380
2007,December,12,2,Allegany,22,781,389,9,521,224,7,447,196
2007,December,12,3,Broome,77,713,324,45,869,414,27,753,362
2007,December,12,4,Cattaraugus,11,577,253,9,850,400,4,314,125
2007,December,12,5,Cayuga,20,664,306,8,683,312,6,725,347
2007,December,12,6,Chautauqua,97,692,328,39,765,361,46,607,318
2007,December,12,7,Chemung,98,734,335,23,763,350,31,797,365
2007,December,12,8,Chenango,5,524,250,0,0,0,4,272,152
2007,December,12,9,Clinton,36,645,291,9,723,330,10,664,355
2007,December,12,10,Columbia,11,884,417,2,786,362,6,1070,812
2007,December,12,11,Cortland,22,656,296,4,813,440,10,321,141
2007,December,12,12,Delaware,3,926,435,0,0,0,4,248,124
2007,December,12,13,Dutchess,44,797,384,12,824,397,15,653,392
2007,December,12,14,Erie,491,745,341,326,822,385,159,870,426
2007,December,12,15,Essex,4,465,200,1,173,43,2,1019,647
2007,December,12,16,Franklin,8,580,255,6,628,280,17,701,386
2007,December,12,17,Fulton,4,510,216,0,0,0,1,277,187
2007,December,12,18,Genesee,8,800,369,3,994,470,5,480,222
2007,December,12,19,Greene,26,610,272,6,616,282,7,982,474
2007,December,12,20,Hamilton,1,853,397,0,0,0,0,0,0
2007,December,12,21,Herkimer,14,514,217,1,696,315,7,414,201
2007,December,12,22,Jefferson,9,889,415,5,774,376,9,426,293
2007,December,12,23,Lewis,1,912,427,0,0,0,3,290,115
2007,December,12,24,Livingston,10,670,302,2,999,473,6,694,341
2007,December,12,25,Madison,11,582,259,0,0,0,1,125,35
2007,December,12,26,Monroe,667,739,341,532,855,414,212,632,374
2007,December,12,27,Montgomery,13,806,372,3,605,268,7,225,97
2007,December,12,28,Nassau,219,801,370,114,839,390,49,527,298
2007,December,12,66,New York City,7858,830,394,9669,781,356,4232,999,665
2007,December,12,29,Niagara,104,662,298,50,762,359,38,479,242
2007,December,12,30,Oneida,153,756,365,61,774,356,65,1129,713
2007,December,12,31,Onondaga,173,812,376,97,909,428,62,1011,498
2007,December,12,32,Ontario,20,575,252,10,984,605,15,657,318
2007,December,12,33,Orange,114,886,415,62,1008,478,49,834,410
2007,December,12,34,Orleans,16,579,254,2,699,317,10,599,278
2007,December,12,35,Oswego,27,572,253,5,553,241,13,526,240
2007,December,12,36,Otsego,1,1160,557,0,0,0,7,339,154
2007,December,12,37,Putnam,5,1715,989,0,0,0,3,1022,563
2007,December,12,38,Rensselaer,86,648,296,21,607,488,20,898,426
2007,December,12,39,Rockland,61,827,383,31,849,395,68,995,486
2007,December,12,41,Saratoga,4,870,415,0,0,0,3,115,29
2007,December,12,42,Schenectady,56,808,373,27,732,334,9,998,551
2007,December,12,43,Schoharie,3,463,194,0,0,0,0,0,0
2007,December,12,44,Schuyler,8,708,321,1,1020,484,7,494,213
2007,December,12,45,Seneca,6,489,207,1,991,469,2,633,425
2007,December,12,46,Steuben,37,620,276,22,700,317,21,592,285
2007,December,12,40,St.Lawrence,48,571,250,16,496,217,29,437,205
2007,December,12,47,Suffolk,239,976,470,134,977,455,72,831,438
2007,December,12,48,Sullivan,23,823,383,5,1077,513,8,816,466
2007,December,12,49,Tioga,15,754,345,4,608,320,5,822,392
2007,December,12,50,Tompkins,34,624,269,8,680,307,9,970,409
2007,December,12,51,Ulster,65,754,345,17,836,395,12,787,388
2007,December,12,52,Warren,4,1184,570,2,505,333,1,500,213
2007,December,12,53,Washington,14,956,450,0,0,0,4,549,128
2007,December,12,54,Wayne,20,673,303,2,271,112,8,525,249
2007,December,12,55,Westchester,305,827,386,195,898,424,81,830,465
2007,December,12,56,Wyoming,8,658,295,2,1071,510,5,491,275
2007,December,12,57,Yates,4,611,269,0,0,0,1,177,87
2007,November,11,1,Albany,107,807,371,56,822,382,26,761,378
2007,November,11,2,Allegany,21,795,398,10,454,206,12,533,248
2007,November,11,3,Broome,72,755,355,47,838,390,33,684,335
2007,November,11,4,Cattaraugus,11,754,345,11,801,373,3,490,234
2007,November,11,5,Cayuga,15,724,330,9,715,329,6,743,357
2007,November,11,6,Chautauqua,103,675,311,35,766,367,46,673,318
2007,November,11,7,Chemung,86,743,340,26,807,373,33,770,359
2007,November,11,8,Chenango,3,748,327,0,0,0,4,272,152
2007,November,11,9,Clinton,30,700,321,7,823,382,7,764,424
2007,November,11,10,Columbia,12,951,457,2,786,362,7,984,750
2007,November,11,11,Cortland,22,681,309,5,828,435,8,493,229
2007,November,11,12,Delaware,2,983,441,0,0,0,4,288,150
2007,November,11,13,Dutchess,47,847,404,10,794,392,14,594,286
2007,November,11,14,Erie,492,744,340,332,822,385,165,842,418
2007,November,11,15,Essex,8,462,196,1,173,43,3,537,345
2007,November,11,16,Franklin,9,549,238,8,725,330,16,704,396
2007,November,11,17,Fulton,2,529,228,0,0,0,2,378,288
2007,November,11,18,Genesee,7,716,326,3,994,470,3,700,317
2007,November,11,19,Greene,22,739,338,6,590,268,13,834,405
2007,November,11,20,Hamilton,1,975,460,0,0,0,0,0,0
2007,November,11,21,Herkimer,14,560,241,0,0,0,7,525,258
2007,November,11,22,Jefferson,11,860,401,4,892,417,10,345,263
2007,November,11,23,Lewis,0,0,0,0,0,0,3,290,115
2007,November,11,24,Livingston,8,428,176,2,1092,521,6,982,486
2007,November,11,25,Madison,10,562,249,0,0,0,1,125,35
2007,November,11,26,Monroe,681,744,345,534,861,414,215,646,390
2007,November,11,27,Montgomery,18,768,352,5,573,251,10,419,199
2007,November,11,28,Nassau,232,831,390,107,830,385,43,609,326
2007,November,11,66,New York City,7900,837,400,9842,785,358,4465,1010,680
2007,November,11,29,Niagara,105,665,296,54,809,381,34,515,275
2007,November,11,30,Oneida,138,728,352,65,825,382,70,1115,667
2007,November,11,31,Onondaga,169,796,367,89,924,436,60,1016,509
2007,November,11,32,Ontario,29,731,333,11,795,480,10,572,278
2007,November,11,33,Orange,112,873,407,58,1015,482,56,806,398
2007,November,11,34,Orleans,14,610,270,4,652,304,8,615,288
2007,November,11,35,Oswego,31,630,282,4,604,267,7,618,287
2007,November,11,36,Otsego,1,1160,557,0,0,0,6,394,186
2007,November,11,37,Putnam,5,1617,916,0,0,0,4,814,447
2007,November,11,38,Rensselaer,88,670,307,21,570,459,17,926,435
2007,November,11,39,Rockland,67,822,378,28,871,406,63,1008,495
2007,November,11,41,Saratoga,3,857,403,0,0,0,2,146,72
2007,November,11,42,Schenectady,59,805,372,28,776,357,10,924,504
2007,November,11,43,Schoharie,4,564,247,0,0,0,1,390,156
2007,November,11,44,Schuyler,8,710,325,1,1020,484,7,330,150
2007,November,11,45,Seneca,6,469,197,1,991,469,1,682,592
2007,November,11,46,Steuben,42,658,295,24,682,308,22,537,253
2007,November,11,40,St.Lawrence,43,599,265,16,486,212,28,453,209
2007,November,11,47,Suffolk,222,981,472,142,987,462,59,794,343
2007,November,11,48,Sullivan,24,818,380,5,966,456,10,821,450
2007,November,11,49,Tioga,17,747,344,5,618,315,7,843,393
2007,November,11,50,Tompkins,29,603,257,8,842,391,11,912,403
2007,November,11,51,Ulster,63,756,346,16,863,409,10,849,425
2007,November,11,52,Warren,5,1013,471,1,577,487,1,500,213
2007,November,11,53,Washington,15,913,428,0,0,0,2,669,79
2007,November,11,54,Wayne,22,712,324,3,454,201,7,472,225
2007,November,11,55,Westchester,299,833,390,192,899,427,78,783,411
2007,November,11,56,Wyoming,6,633,282,2,1071,510,5,549,270
2007,November,11,57,Yates,3,795,367,0,0,0,3,304,125
2007,October,10,1,Albany,114,788,362,53,816,378,21,862,422
2007,October,10,2,Allegany,24,748,369,9,510,219,13,556,257
2007,October,10,3,Broome,76,744,340,47,812,377,37,670,322
2007,October,10,4,Cattaraugus,17,661,297,9,699,321,3,877,433
2007,October,10,5,Cayuga,12,788,363,9,748,347,6,509,255
2007,October,10,6,Chautauqua,95,685,313,35,819,385,43,644,303
2007,October,10,7,Chemung,81,699,318,26,799,369,27,752,350
2007,October,10,8,Chenango,3,612,272,1,1054,502,5,314,163
2007,October,10,9,Clinton,29,697,319,6,924,435,5,786,401
2007,October,10,10,Columbia,14,815,377,2,996,471,6,1218,868
2007,October,10,11,Cortland,26,704,312,6,810,380,11,578,270
2007,October,10,12,Delaware,1,1409,639,0,0,0,2,221,131
2007,October,10,13,Dutchess,46,835,397,9,754,409,15,678,361
2007,October,10,14,Erie,493,730,333,334,817,384,175,834,421
2007,October,10,15,Essex,9,541,237,3,502,214,5,343,203
2007,October,10,16,Franklin,7,517,221,6,598,264,15,515,255
2007,October,10,17,Fulton,4,582,248,0,0,0,3,533,263
2007,October,10,18,Genesee,8,738,337,3,1150,551,3,620,276
2007,October,10,19,Greene,18,723,329,7,591,267,10,924,452
2007,October,10,20,Hamilton,1,975,460,0,0,0,0,0,0
2007,October,10,21,Herkimer,8,606,268,0,0,0,9,564,266
2007,October,10,22,Jefferson,11,926,435,1,1241,599,13,669,481
2007,October,10,23,Lewis,0,0,0,0,0,0,3,810,385
2007,October,10,24,Livingston,7,554,242,5,794,366,7,684,328
2007,October,10,25,Madison,9,519,227,0,0,0,1,125,35
2007,October,10,26,Monroe,671,735,340,531,861,408,231,658,413
2007,October,10,27,Montgomery,16,823,381,6,699,316,11,522,249
2007,October,10,28,Nassau,233,821,384,106,818,378,38,571,295
2007,October,10,66,New York City,7909,846,404,9909,797,364,4508,1039,713
2007,October,10,29,Niagara,100,645,285,56,767,359,35,438,219
2007,October,10,30,Oneida,123,737,360,53,786,362,66,1107,682
2007,October,10,31,Onondaga,166,781,359,94,895,423,50,968,498
2007,October,10,32,Ontario,30,727,331,11,881,524,10,462,217
2007,October,10,33,Orange,117,852,396,60,947,446,51,841,417
2007,October,10,34,Orleans,15,737,340,3,456,205,16,677,324
2007,October,10,35,Oswego,30,543,240,4,614,272,10,818,386
2007,October,10,36,Otsego,1,1160,557,0,0,0,6,461,327
2007,October,10,37,Putnam,5,1613,914,0,0,0,2,1468,824
2007,October,10,38,Rensselaer,79,659,302,25,517,408,20,858,428
2007,October,10,39,Rockland,63,844,390,28,922,433,62,1049,503
2007,October,10,41,Saratoga,2,597,270,0,0,0,2,146,72
2007,October,10,42,Schenectady,64,794,366,29,786,388,10,927,506
2007,October,10,43,Schoharie,2,358,139,0,0,0,0,0,0
2007,October,10,44,Schuyler,9,675,306,1,1020,484,6,397,213
2007,October,10,45,Seneca,4,456,190,1,697,316,1,682,592
2007,October,10,46,Steuben,41,665,299,25,681,304,26,577,278
2007,October,10,40,St.Lawrence,37,599,264,14,540,241,26,484,228
2007,October,10,47,Suffolk,234,964,465,135,981,451,66,812,371
2007,October,10,48,Sullivan,24,792,365,4,827,383,9,848,483
2007,October,10,49,Tioga,13,680,310,4,769,394,3,621,304
2007,October,10,50,Tompkins,24,675,292,7,711,323,14,946,425
2007,October,10,51,Ulster,65,772,359,16,758,347,12,814,413
2007,October,10,52,Warren,4,672,302,0,0,0,2,677,488
2007,October,10,53,Washington,15,937,440,0,0,0,1,124,34
2007,October,10,54,Wayne,23,732,334,2,420,190,7,395,218
2007,October,10,55,Westchester,290,829,387,175,909,429,82,815,440
2007,October,10,56,Wyoming,6,509,218,3,918,431,4,542,254
2007,October,10,57,Yates,2,774,356,0,0,0,5,394,159
2007,September,9,1,Albany,118,781,357,44,822,381,28,723,345
2007,September,9,2,Allegany,21,740,369,9,563,246,12,375,182
2007,September,9,3,Broome,89,770,354,44,793,366,42,678,328
2007,September,9,4,Cattaraugus,18,708,396,8,739,337,5,567,282
2007,September,9,5,Cayuga,13,706,320,6,818,386,9,471,250
2007,September,9,6,Chautauqua,93,688,310,43,757,351,43,648,304
2007,September,9,7,Chemung,81,711,324,27,713,324,22,676,310
2007,September,9,8,Chenango,6,731,333,1,1054,502,3,260,165
2007,September,9,9,Clinton,24,699,321,6,888,416,4,942,458
2007,September,9,10,Columbia,11,768,353,3,726,331,5,773,472
2007,September,9,11,Cortland,24,767,343,6,700,317,13,502,227
2007,September,9,12,Delaware,0,0,0,0,0,0,2,267,177
2007,September,9,13,Dutchess,35,760,348,9,752,429,17,567,336
2007,September,9,14,Erie,486,734,335,316,816,378,169,819,413
2007,September,9,15,Essex,9,622,277,2,319,119,4,215,145
2007,September,9,16,Franklin,11,594,262,4,618,275,10,492,255
2007,September,9,17,Fulton,11,675,301,0,0,0,2,193,103
2007,September,9,18,Genesee,8,868,404,3,1105,528,3,490,209
2007,September,9,19,Greene,19,649,291,5,657,342,8,886,436
2007,September,9,20,Hamilton,1,975,460,0,0,0,0,0,0
2007,September,9,21,Herkimer,7,648,284,2,462,248,8,530,302
2007,September,9,22,Jefferson,10,777,357,1,1140,546,12,574,362
2007,September,9,23,Lewis,4,775,356,0,0,0,2,925,434
2007,September,9,24,Livingston,7,726,331,3,809,374,4,622,268
2007,September,9,25,Madison,8,576,253,2,542,235,1,125,35
2007,September,9,26,Monroe,671,722,330,508,854,405,238,675,425
2007,September,9,27,Montgomery,17,847,394,6,778,358,8,550,261
2007,September,9,28,Nassau,230,789,364,102,814,376,45,610,322
2007,September,9,66,New York City,7898,847,403,10039,799,364,4624,1044,720
2007,September,9,29,Niagara,98,653,288,54,744,343,35,443,226
2007,September,9,30,Oneida,114,728,332,57,782,360,66,1109,688
2007,September,9,31,Onondaga,165,741,339,92,925,436,52,913,481
2007,September,9,32,Ontario,27,695,314,10,1128,664,12,665,318
2007,September,9,33,Orange,111,848,394,58,966,455,44,848,404
2007,September,9,34,Orleans,17,631,283,4,851,407,13,787,370
2007,September,9,35,Oswego,26,584,264,5,643,288,10,816,379
2007,September,9,36,Otsego,3,522,224,0,0,0,7,852,628
2007,September,9,37,Putnam,4,1664,919,0,0,0,2,1561,917
2007,September,9,38,Rensselaer,81,677,311,20,498,386,19,894,475
2007,September,9,39,Rockland,66,873,417,25,897,420,59,1050,502
2007,September,9,41,Saratoga,4,577,256,0,0,0,3,136,57
2007,September,9,42,Schenectady,56,761,349,29,789,380,15,891,433
2007,September,9,43,Schoharie,3,593,261,0,0,0,1,325,235
2007,September,9,44,Schuyler,8,790,365,0,0,0,8,367,194
2007,September,9,45,Seneca,3,376,149,1,385,153,1,682,592
2007,September,9,46,Steuben,43,645,289,24,650,289,26,527,269
2007,September,9,40,St.Lawrence,39,582,257,12,592,261,32,516,246
2007,September,9,47,Suffolk,233,932,449,142,995,460,70,910,423
2007,September,9,48,Sullivan,28,835,391,6,903,423,10,824,517
2007,September,9,49,Tioga,6,774,356,4,970,460,3,814,430
2007,September,9,50,Tompkins,19,590,245,9,878,410,15,618,307
2007,September,9,51,Ulster,60,798,368,13,799,374,12,878,424
2007,September,9,52,Warren,5,913,428,1,1314,636,2,932,744
2007,September,9,53,Washington,12,960,473,0,0,0,2,628,288
2007,September,9,54,Wayne,20,718,327,4,364,152,9,345,174
2007,September,9,55,Westchester,286,804,375,184,885,416,77,868,483
2007,September,9,56,Wyoming,9,782,360,3,918,431,3,290,129
2007,September,9,57,Yates,5,1071,510,0,0,0,4,571,252
2007,August,8,1,Albany,120,786,361,47,873,407,25,779,371
2007,August,8,2,Allegany,22,699,317,5,638,285,17,426,233
2007,August,8,3,Broome,90,782,359,44,815,377,39,602,297
2007,August,8,4,Cattaraugus,15,683,377,8,706,320,7,588,287
2007,August,8,5,Cayuga,16,747,342,7,807,379,9,538,256
2007,August,8,6,Chautauqua,100,696,315,39,788,366,54,702,345
2007,August,8,7,Chemung,80,703,320,25,756,347,26,714,333
2007,August,8,8,Chenango,2,860,400,1,817,378,3,304,209
2007,August,8,9,Clinton,24,755,350,4,756,348,9,580,354
2007,August,8,10,Columbia,13,742,340,1,548,238,4,745,438
2007,August,8,11,Cortland,28,767,345,5,802,327,11,512,231
2007,August,8,12,Delaware,0,0,0,0,0,0,2,267,130
2007,August,8,13,Dutchess,36,735,335,8,816,449,15,576,322
2007,August,8,14,Erie,457,740,338,317,812,376,165,814,405
2007,August,8,15,Essex,11,510,219,0,0,0,5,239,91
2007,August,8,16,Franklin,21,608,270,2,801,370,9,364,187
2007,August,8,17,Fulton,8,681,307,0,0,0,2,193,103
2007,August,8,18,Genesee,8,808,374,3,1017,485,5,615,285
2007,August,8,19,Greene,14,628,280,7,494,244,9,663,315
2007,August,8,20,Hamilton,1,975,460,0,0,0,0,0,0
2007,August,8,21,Herkimer,9,694,308,2,391,211,8,543,319
2007,August,8,22,Jefferson,10,832,386,3,961,453,14,773,516
2007,August,8,23,Lewis,4,728,332,0,0,0,2,925,434
2007,August,8,24,Livingston,5,713,326,2,1387,674,5,680,310
2007,August,8,25,Madison,11,569,249,2,542,235,1,125,35
2007,August,8,26,Monroe,693,716,327,501,849,404,239,691,440
2007,August,8,27,Montgomery,14,787,363,7,702,318,6,300,122
2007,August,8,28,Nassau,241,793,369,104,788,363,49,542,286
2007,August,8,66,New York City,7841,843,401,10121,797,364,4561,1041,714
2007,August,8,29,Niagara,88,641,282,56,761,354,38,434,216
2007,August,8,30,Oneida,111,728,332,59,809,385,67,1080,654
2007,August,8,31,Onondaga,157,744,339,87,901,420,52,855,448
2007,August,8,32,Ontario,36,659,296,10,801,372,15,483,227
2007,August,8,33,Orange,115,843,391,61,958,451,44,876,415
2007,August,8,34,Orleans,20,652,327,3,827,398,12,795,386
2007,August,8,35,Oswego,29,583,258,4,660,296,11,714,329
2007,August,8,36,Otsego,5,931,438,0,0,0,8,744,484
2007,August,8,37,Putnam,4,1621,875,1,1131,541,2,1296,652
2007,August,8,38,Rensselaer,85,637,286,19,533,420,26,867,441
2007,August,8,39,Rockland,62,869,416,27,926,435,59,1026,490
2007,August,8,41,Saratoga,5,588,261,0,0,0,3,92,13
2007,August,8,42,Schenectady,56,735,336,26,767,368,13,858,445
2007,August,8,43,Schoharie,4,559,244,0,0,0,2,271,181
2007,August,8,44,Schuyler,7,668,302,2,704,319,8,393,181
2007,August,8,45,Seneca,2,585,258,1,385,153,1,682,592
2007,August,8,46,Steuben,45,600,266,23,644,286,27,577,285
2007,August,8,40,St.Lawrence,45,528,229,8,531,230,34,387,184
2007,August,8,47,Suffolk,236,920,438,138,1016,474,78,877,438
2007,August,8,48,Sullivan,31,800,377,9,937,455,16,801,530
2007,August,8,49,Tioga,5,857,399,4,970,460,5,690,344
2007,August,8,50,Tompkins,20,474,187,8,897,419,15,638,317
2007,August,8,51,Ulster,53,807,373,11,727,331,11,786,393
2007,August,8,52,Warren,7,829,385,0,0,0,2,846,658
2007,August,8,53,Washington,12,922,454,1,22,0,2,343,253
2007,August,8,54,Wayne,19,653,293,7,384,158,9,455,222
2007,August,8,55,Westchester,284,792,367,185,880,415,87,906,559
2007,August,8,56,Wyoming,10,604,268,0,0,0,2,793,423
2007,August,8,57,Yates,3,747,342,0,0,0,3,300,111
2007,July,7,1,Albany,112,755,342,54,874,408,25,758,363
2007,July,7,2,Allegany,22,684,309,5,638,285,18,439,263
2007,July,7,3,Broome,93,753,345,46,818,379,45,650,318
2007,July,7,4,Cattaraugus,17,752,411,7,630,281,12,459,280
2007,July,7,5,Cayuga,15,722,326,7,706,327,9,478,237
2007,July,7,6,Chautauqua,100,704,318,44,800,372,51,719,355
2007,July,7,7,Chemung,78,712,324,27,683,309,26,666,319
2007,July,7,8,Chenango,3,620,277,1,817,378,3,304,209
2007,July,7,9,Clinton,30,702,320,4,756,348,8,462,231
2007,July,7,10,Columbia,15,756,347,3,389,155,5,645,367
2007,July,7,11,Cortland,28,766,344,4,964,400,11,430,200
2007,July,7,12,Delaware,0,0,0,0,0,0,2,224,171
2007,July,7,13,Dutchess,38,758,353,11,710,417,16,368,217
2007,July,7,14,Erie,456,739,338,315,805,373,169,774,387
2007,July,7,15,Essex,11,476,201,0,0,0,6,454,200
2007,July,7,16,Franklin,17,555,243,3,684,309,10,384,205
2007,July,7,17,Fulton,6,593,261,0,0,0,4,134,46
2007,July,7,18,Genesee,10,936,440,4,926,437,3,317,139
